"","sex","age","desexed","purebred","gaze_follow","training_score","aggression_score","fear_score","separation_score","excitability_score","attachment_score","miscellaneous_score","ostensive","ostensive_binary","nonostensive","nonostensive_binary","os_best"
"1",1,6.7,1,2,4,2.125,1.05263157894737,1.23529411764706,0,2.16666666666667,2.33333333333333,0.962962962962963,0.75,1,0.75,1,0
"2",2,0.8,1,2,3,2.75,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0.666666666666667,1,1
"3",1,6.8,1,2,3,2.875,0.230769230769231,0.166666666666667,0,3,1.5,0.72,0.5,0,0.625,1,1
"4",2,5.6,2,1,4,2.42857142857143,0.16,0.222222222222222,0.25,1.8,2,0.481481481481481,0.5,0,0.375,0,0
"5",1,12.7,1,2,4,2.28571428571429,NA,NA,NA,NA,NA,NA,0.777777777777778,1,0.125,0,0
"6",1,4.3,1,2,5,2.75,1.05263157894737,1.5,0,3.5,2.16666666666667,1.44,0.5,0,0.444444444444444,0,0
"7",1,4.1,1,2,3,2.625,0.0434782608695652,0.277777777777778,0.25,1.5,1.16666666666667,0.653846153846154,0.5,0,0.5,0,0
"8",2,8.3,1,2,3,2,0.222222222222222,0.764705882352941,0,2.66666666666667,1.83333333333333,1.26923076923077,NA,NA,NA,NA,NA
"9",2,8.5,1,2,4,1.71428571428571,0.777777777777778,0.529411764705882,0.5,2.16666666666667,1.16666666666667,1.65384615384615,0.5,0,0.666666666666667,1,1
"10",2,5.7,1,2,4,2,1.15384615384615,1.625,1.57142857142857,2.5,2.33333333333333,1.12,0.636363636363636,1,0.5,0,0
"11",1,12.8,1,2,3,1.625,0.592592592592593,1.41176470588235,0.25,2.6,1.83333333333333,0.777777777777778,0.625,1,0.5,0,0
"12",2,3.4,1,1,3,2.25,0.923076923076923,0.733333333333333,0.25,2.16666666666667,2.33333333333333,1.26923076923077,0.5,0,0.25,0,0
"13",2,11.5,1,2,4,2.25,0.269230769230769,1.38888888888889,0,1.66666666666667,1,1.40740740740741,0.25,0,0.5,0,1
"14",2,5.2,2,1,4,2.875,0.961538461538462,0.388888888888889,0.75,3.16666666666667,2.83333333333333,0.666666666666667,0.875,1,0.875,1,0
"15",2,9,1,2,4,2.125,0.307692307692308,0.888888888888889,0.125,2,1.16666666666667,0.444444444444444,0.625,1,0.5,0,0
"16",1,1.3,1,1,4,2.25,0.48,0.764705882352941,1.6,2.5,2.66666666666667,1.80952380952381,0.5,0,0.444444444444444,0,0
"17",2,4.6,1,1,4,2.625,0.0476190476190476,0.875,0,2,2.5,0.703703703703704,0.5,0,0.75,1,1
"18",2,2.8,1,1,3,2.375,0.185185185185185,0.470588235294118,0.5,3,1.16666666666667,0.925925925925926,0.6,1,0.5,0,0
"19",2,1.2,1,1,4,2.625,0.0869565217391304,0.5,1.25,2.83333333333333,3,1.51851851851852,0.5,0,0.5,0,0
"20",1,1.5,1,1,3,2,0,0.823529411764706,0,1.66666666666667,1,0.55,0.75,1,0.75,1,0
"21",2,11.7,1,2,4,2.75,0.185185185185185,1.27777777777778,0.375,2.5,2.33333333333333,0.407407407407407,NA,NA,NA,NA,NA
"22",1,10.9,1,1,4,2.75,NA,NA,NA,NA,NA,NA,0.75,1,0.625,1,0
"23",1,7,1,1,3,2.85714285714286,0.19047619047619,0.235294117647059,0,1.8,2,0.961538461538462,0.5,0,0.625,1,1
"24",1,7.8,1,1,3,2.42857142857143,0.347826086956522,0.5625,0,1.8,2.16666666666667,0.884615384615385,0.5,0,0.375,0,0
"25",1,3.9,1,1,4,2.25,0.269230769230769,0.944444444444444,0.75,2.83333333333333,2.33333333333333,1.25925925925926,0.5,0,0.5,0,0
"26",2,1.5,2,1,NA,2.71428571428571,NA,NA,NA,NA,NA,NA,0.375,0,0.75,1,1
"27",1,1.1,1,1,NA,2.71428571428571,NA,NA,NA,NA,NA,NA,0.375,0,0.5,0,1
"28",1,2.1,1,1,1,2.5,NA,NA,NA,NA,NA,NA,0.375,0,0.375,0,0
"29",2,5.6,2,1,4,2.375,0,0.571428571428571,NA,2,NA,3,0.25,0,0.5,0,1
"30",1,1.5,1,1,NA,2.71428571428571,NA,NA,NA,NA,NA,NA,0.75,1,0.375,0,0
"31",2,2.8,1,1,4,2,NA,NA,NA,NA,NA,NA,0.375,0,0.5,0,1
"32",1,1.5,1,1,NA,2.57142857142857,NA,NA,NA,NA,NA,NA,0.375,0,0.625,1,1
"33",1,4.7,2,1,3,3.125,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"34",2,2.8,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1,2.7,1,1,1,1.625,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"36",1,5.4,1,1,3,2.625,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"37",1,6.3,1,2,3,2.14285714285714,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"38",1,2.1,1,2,2,2.375,NA,NA,NA,NA,NA,NA,0.375,0,0.25,0,0
"39",2,3.2,2,1,4,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1,7.8,1,1,4,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1,4.4,1,2,4,2,1.07692307692308,0.666666666666667,0.5,2.16666666666667,1.83333333333333,0.740740740740741,0.25,0,0,0,0
"42",1,4.7,1,2,3,2.125,1.15384615384615,0.222222222222222,0,2.5,2.33333333333333,1.2962962962963,0.375,0,0.625,1,1
"43",2,1.1,1,1,3,2.5,0.0909090909090909,0.166666666666667,0.25,2.66666666666667,1.83333333333333,0.846153846153846,0.5,0,0.5,0,0
"44",2,3.2,1,2,3,2.75,NA,NA,NA,NA,NA,NA,0.375,0,0.5,0,1
"45",2,6.7,1,1,4,2.125,0,0.722222222222222,0,0.666666666666667,1,0.296296296296296,0.5,0,0.375,0,0
"46",2,1.7,2,1,5,2.375,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"47",2,1.7,2,1,4,2.25,NA,NA,NA,NA,NA,NA,NA,NA,0.571428571428571,1,NA
"48",1,1.3,1,1,3,2.25,NA,NA,NA,NA,NA,NA,0.375,0,0.333333333333333,0,0
"49",1,4.8,1,2,4,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1,2,1,2,5,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2,2.2,1,1,5,2.5,0.814814814814815,0.888888888888889,0.625,2.5,1.5,0.5,0.5,0,0.125,0,0
"52",2,8.9,1,1,3,2.375,0.0740740740740741,0.555555555555556,0.875,1.66666666666667,2.33333333333333,0.52,0.5,0,0.5,0,0
"53",2,1,1,1,2,2.5,0.272727272727273,0.529411764705882,2,1.83333333333333,2.8,1.625,NA,NA,NA,NA,NA
"54",1,4,1,2,2,1.75,0.296296296296296,0.611111111111111,0,2.83333333333333,2.5,1.34782608695652,NA,NA,NA,NA,NA
"55",1,7.9,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",1,6.4,1,1,3,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"57",2,2.4,2,1,2,2.625,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"58",2,4,2,1,4,2,0,0,1.28571428571429,2.5,0,1.41666666666667,0.5,0,0.5,0,0
"59",2,4,1,1,4,2.25,0.666666666666667,1.42857142857143,2,2.66666666666667,0,2.125,0.75,1,0.75,1,0
"60",1,4,1,1,3,2.75,0,1.16666666666667,1.4,2.33333333333333,0,0.6,0.625,1,0.625,1,0
"61",1,5.6,1,2,2,2.25,NA,NA,NA,NA,NA,NA,0.125,0,0.375,0,1
"62",1,4.5,1,2,4,2.75,0.296296296296296,0.333333333333333,1.75,3.5,4,2.03703703703704,0.5,0,0.75,1,1
"63",2,4.4,1,2,3,2.5,0,0.333333333333333,1,2.83333333333333,3.16666666666667,0.925925925925926,0.625,1,0.5,0,0
"64",1,6.6,1,1,3,2.375,0,0.222222222222222,0,2.33333333333333,2.5,0.68,0.625,1,0.375,0,0
"65",1,6.6,1,1,3,2.42857142857143,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"66",2,6.6,1,2,NA,2.14285714285714,0.380952380952381,1.125,0,1.16666666666667,2.16666666666667,0.62962962962963,0.375,0,0.666666666666667,1,1
"67",1,4,1,2,3,3,0.173913043478261,0.647058823529412,0.125,2.16666666666667,1.16666666666667,1.07407407407407,0.125,0,0.5,0,1
"68",1,10.4,1,1,4,2.25,0.185185185185185,0.277777777777778,0,1.5,3,0.56,0.5,0,0.5,0,0
"69",2,1.3,1,1,3,2.875,0,0.388888888888889,0.857142857142857,2,1.66666666666667,1.09090909090909,0.5,0,0.142857142857143,0,0
"70",2,1.5,1,1,4,2.875,0.259259259259259,0.166666666666667,1.125,1.16666666666667,1.83333333333333,1,0.5,0,0.4,0,0
"71",1,6.3,1,1,3,2.25,0.818181818181818,0.5,0.142857142857143,1.5,1.33333333333333,0.56,NA,NA,NA,NA,NA
"72",2,2.6,1,1,4,2.125,0.230769230769231,0.764705882352941,0.5,1.83333333333333,1.16666666666667,1.08333333333333,0.875,1,0.25,0,0
"73",2,0.9,1,1,3,2.5,0.037037037037037,0.111111111111111,0.625,1.83333333333333,1.33333333333333,1.28,0.625,1,0.444444444444444,0,0
"74",1,5.9,1,2,4,3.16666666666667,0.947368421052632,0.733333333333333,1.28571428571429,0.333333333333333,1.2,0.538461538461538,0.222222222222222,0,0.5,0,1
"75",1,3.5,1,1,3,2.625,0.458333333333333,1.11111111111111,0.25,2,2,0.62962962962963,0.25,0,0.125,0,0
"76",2,1.8,1,2,4,2.85714285714286,0.521739130434783,0.5625,0.5,2,2.4,0.962962962962963,0.4,0,0,0,0
"77",2,2.5,1,1,3,2.125,0,NA,NA,NA,NA,NA,0.5,0,0.545454545454545,1,1
"78",2,2.1,1,2,4,2.5,0.44,0.944444444444444,0.25,1,2.5,1.07407407407407,NA,NA,NA,NA,NA
"79",2,12.1,1,2,4,2.71428571428571,0.894736842105263,1.11764705882353,0,2.5,2,0.962962962962963,0.25,0,0.5,0,1
"80",2,6.1,1,1,3,2.125,0.653846153846154,0.5,0,2.33333333333333,2.66666666666667,1.03846153846154,0.5,0,0.5,0,0
"81",1,2.3,2,2,4,2.375,NA,NA,NA,NA,NA,NA,0.5,0,0.555555555555556,1,1
"82",1,1.8,1,2,4,2.71428571428571,0.526315789473684,1,0,2.6,2,1.16,0.5,0,0.5,0,0
"83",1,1.9,1,2,3,2.125,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"84",1,0.9,1,2,4,2.5,NA,NA,NA,NA,NA,NA,0.375,0,0.444444444444444,0,1
"85",2,3,1,2,4,2.125,0.454545454545455,1.05882352941176,1,2.33333333333333,2.83333333333333,1.11538461538462,NA,NA,NA,NA,NA
"86",2,1.3,1,1,3,2.375,0.461538461538462,1,0.125,1.66666666666667,1.66666666666667,0.962962962962963,0.444444444444444,0,0.5,0,1
"87",2,2,1,1,4,2.625,0.19047619047619,0.705882352941177,0.125,1.16666666666667,2.16666666666667,1.18518518518519,0.428571428571429,0,NA,NA,NA
"88",1,1.8,1,2,3,2.42857142857143,0.318181818181818,0.888888888888889,0.125,0.666666666666667,1.66666666666667,0.923076923076923,0.5,0,0.555555555555556,1,1
"89",2,4,1,2,3,2.85714285714286,0.0909090909090909,0.611111111111111,0,1.66666666666667,1.25,0.555555555555556,0.25,0,NA,NA,NA
"90",1,4.5,1,2,3,2.875,0.0869565217391304,0.5,0,2.33333333333333,1.5,0.615384615384615,0.625,1,0.25,0,0
"91",2,2.5,1,2,3,2.5,0.363636363636364,0.588235294117647,0.75,2.83333333333333,2.5,1.40740740740741,0.5,0,0.555555555555556,1,1
"92",1,NA,1,2,2,2.25,0.260869565217391,1.16666666666667,0,1.4,2.33333333333333,0.461538461538462,NA,NA,NA,NA,NA
"93",1,7.9,1,2,4,2.625,NA,NA,NA,NA,NA,NA,0.375,0,0.375,0,0
"94",1,3.9,2,2,3,2.57142857142857,NA,NA,NA,NA,NA,NA,0.625,1,NA,NA,NA
"95",1,NA,1,2,2,2.25,NA,NA,NA,NA,NA,NA,0.5,0,0.25,0,0
"96",1,NA,1,2,3,2.33333333333333,0.52,1.17647058823529,1.25,1.6,2.16666666666667,1.58333333333333,0.375,0,0.625,1,1
"97",1,NA,1,2,4,2.375,0.307692307692308,0.470588235294118,0.75,2.4,2,1.42307692307692,0.75,1,0.142857142857143,0,0
"98",1,NA,1,2,4,2.25,0.227272727272727,0.388888888888889,0.25,2,2.66666666666667,1.14814814814815,0.5,0,0.75,1,1
"99",2,NA,1,2,4,2.5,0.869565217391304,1.33333333333333,1.375,2.4,2.16666666666667,1.18518518518519,NA,NA,NA,NA,NA
"100",1,NA,1,2,2,2.5,0.130434782608696,NA,NA,NA,NA,NA,0.444444444444444,0,0.25,0,0
"101",2,NA,1,1,2,2.625,0.923076923076923,NA,0,3.5,1.83333333333333,0.962962962962963,0.5,0,0.375,0,0
"102",2,NA,1,1,3,1.75,1.03703703703704,0.277777777777778,0,2.6,1.66666666666667,0.851851851851852,0.4,0,0,0,0
"103",2,NA,1,1,3,2,0.777777777777778,0.444444444444444,0,2.4,1.16666666666667,0.703703703703704,0.5,0,0.625,1,1
"104",1,NA,1,2,3,2.125,0.851851851851852,1,0.125,2.8,1.8,1,0.625,1,0.625,1,0
"105",2,1.9,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,NA
"106",2,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2,NA,1,2,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,NA
"108",1,NA,1,1,4,2.625,NA,NA,NA,NA,NA,NA,0.625,1,0.25,0,0
"109",1,NA,1,2,3,2.875,0.444444444444444,1.11111111111111,0.25,1.6,2,0.962962962962963,0.5,0,0.75,1,1
"110",2,5.9,1,2,4,2.125,0.56,1.72222222222222,0,1,0.833333333333333,0.666666666666667,0.125,0,0.375,0,1
"111",2,NA,1,2,3,2.71428571428571,0.2,0.142857142857143,0.142857142857143,1.6,1.83333333333333,1.22222222222222,0.5,0,0.5,0,0
"112",2,NA,1,1,3,2.875,0.478260869565217,0.117647058823529,0,2.6,2.33333333333333,1.03703703703704,0.75,1,1,1,1
"113",1,6.2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1,NA
"114",2,6.1,1,2,3,2.75,0.916666666666667,1.13333333333333,1,2.2,3.16666666666667,0.769230769230769,NA,NA,NA,NA,NA
"115",1,0.5,2,2,4,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2,1.2,2,1,3,2.25,0.0434782608695652,1.05555555555556,1.5,2.8,1.83333333333333,1.08695652173913,0.5,0,0.625,1,1
"117",2,4.2,1,2,3,2.5,0,1.41176470588235,0,1.8,3.5,0.62962962962963,0.777777777777778,1,0.75,1,0
"118",2,4.4,1,2,3,2.42857142857143,0.32,0.888888888888889,0.125,2.4,1.83333333333333,1.40740740740741,0.625,1,0.375,0,0
"119",1,4.1,1,2,3,2.85714285714286,1.04,1.22222222222222,0.25,2.2,3,1.07407407407407,0.625,1,0.375,0,0
"120",2,3.3,1,2,3,2.375,0.55,0.294117647058824,1,1.6,2.66666666666667,0.846153846153846,NA,NA,0,0,NA
"121",2,4.9,1,1,3,2.5,0.260869565217391,0.722222222222222,0.875,3,3.4,1.37037037037037,0.5,0,0.5,0,0
"122",1,3.9,1,2,4,2.14285714285714,0.863636363636364,2.23529411764706,0.125,2.8,1.66666666666667,0.888888888888889,0.75,1,0.25,0,0
"123",2,4.5,2,1,4,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2,3.5,1,2,3,2,0.458333333333333,0.466666666666667,0.125,1.16666666666667,1,0.444444444444444,0.5,0,0.5,0,0
"125",1,2.6,1,2,4,2,NA,NA,NA,NA,NA,NA,0.375,0,0.5,0,1
"126",2,3.5,1,2,5,2.625,NA,NA,NA,NA,NA,NA,0.625,1,0.75,1,1
"127",1,1.6,1,2,NA,2.375,0.590909090909091,0.647058823529412,1.42857142857143,3.16666666666667,2.16666666666667,1.16666666666667,0.75,1,0.666666666666667,1,0
"128",1,3.5,1,2,1,2.16666666666667,0.217391304347826,0.529411764705882,0,1.83333333333333,1.16666666666667,0.592592592592593,NA,NA,NA,NA,NA
"129",2,1.2,1,2,3,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",1,1.4,1,2,4,2.375,0.173913043478261,0.277777777777778,0.25,1.4,1.83333333333333,0.814814814814815,0.75,1,0.75,1,0
"131",2,1.3,1,1,3,2.375,0.619047619047619,0.5,1.125,2.5,2.33333333333333,1.38461538461538,0.5,0,0.5,0,0
"132",1,11,1,2,3,2.14285714285714,0.409090909090909,0.75,0.25,1.83333333333333,1.16666666666667,1.11538461538462,0.625,1,0.5,0,0
"133",2,6.9,1,2,3,2,NA,NA,NA,NA,NA,NA,0.375,0,0.5,0,1
"134",1,9.3,1,1,4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2,2.2,1,2,3,2.625,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"136",1,7.8,1,1,4,2,0.5,0.888888888888889,1.5,2.5,1.83333333333333,0.814814814814815,0.5,0,0.5,0,0
"137",2,1.9,2,2,3,2.375,0.0869565217391304,0.666666666666667,1,2.4,2.33333333333333,1.16666666666667,0.5,0,0.625,1,1
"138",2,5.7,1,2,3,2.625,0,0.944444444444444,0.5,2.33333333333333,2.33333333333333,0.555555555555556,0.5,0,0.5,0,0
"139",1,1.3,1,1,3,2.71428571428571,0.565217391304348,0.823529411764706,1,2.33333333333333,3.16666666666667,1.88461538461538,0.375,0,0.5,0,1
"140",2,5,1,2,5,2.375,0,1.38888888888889,1.25,3.16666666666667,2.83333333333333,1.22222222222222,0.375,0,0.5,0,1
"141",2,1.6,1,2,2,2.5,NA,NA,NA,NA,NA,NA,0.75,1,0.444444444444444,0,0
"142",2,0.7,2,2,3,2.125,0.173913043478261,0.611111111111111,1.125,1.5,1.2,1.5,0.333333333333333,0,0.75,1,1
"143",2,5.9,1,2,5,2.625,0.565217391304348,0.777777777777778,0.5,1.83333333333333,2,0.481481481481481,0.625,1,0.75,1,1
"144",2,2.5,1,2,NA,2.57142857142857,0.269230769230769,1.41176470588235,0.5,2,1,0.846153846153846,0.25,0,0.75,1,1
"145",1,0.9,1,2,4,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"146",1,6.1,1,1,3,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1,6.3,1,1,2,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2,9.9,1,2,2,1.375,NA,NA,NA,NA,NA,NA,0.444444444444444,0,0.428571428571429,0,0
"149",1,7.9,1,1,3,2.5,NA,NA,NA,NA,NA,NA,0.75,1,0.625,1,0
"150",1,2.1,1,1,3,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2,6.3,1,1,3,2.375,0.142857142857143,0.882352941176471,0,3.16666666666667,2.83333333333333,0.962962962962963,0.625,1,0.5,0,0
"152",1,7.1,1,1,5,2.625,NA,NA,NA,NA,NA,NA,0.5,0,0.875,1,1
"153",2,10.2,1,2,4,2.5,0.555555555555556,1,0.625,1.5,2.83333333333333,0.814814814814815,NA,NA,NA,NA,NA
"154",1,11.8,1,2,4,2.75,0.409090909090909,0.588235294117647,0,2.8,1.83333333333333,0.814814814814815,0.375,0,0.625,1,1
"155",2,7.7,1,2,4,2,1.08695652173913,1.5,1.75,2.16666666666667,2.83333333333333,1.07407407407407,0.4,0,0.285714285714286,0,0
"156",2,5.8,1,2,4,2.25,0.296296296296296,0.444444444444444,1,2.83333333333333,1.33333333333333,1.07407407407407,0.666666666666667,1,NA,NA,NA
"157",1,3,1,2,5,2.375,0.384615384615385,0.117647058823529,0.625,3.16666666666667,3.16666666666667,1.24,NA,NA,NA,NA,NA
"158",1,4.4,1,2,3,3,0.666666666666667,0.8,0,2.5,1.25,1,0.875,1,0.625,1,0
"159",1,9.7,1,2,2,2.375,0.37037037037037,0.333333333333333,0,2,2.16666666666667,0.962962962962963,NA,NA,NA,NA,NA
"160",2,3.4,1,2,3,2.57142857142857,0.0416666666666667,0.470588235294118,1.125,2.33333333333333,0.666666666666667,1.59259259259259,0.875,1,0.75,1,0
"161",2,4.8,1,1,2,2.57142857142857,NA,NA,NA,NA,NA,NA,0.5,0,0.25,0,0
"162",1,7.7,1,1,4,2.5,NA,NA,NA,NA,NA,NA,0.285714285714286,0,0.5,0,1
"163",2,8.8,1,2,4,2.125,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"164",2,8.2,1,1,4,2.625,0.346153846153846,0.222222222222222,0,1.33333333333333,0.833333333333333,0.37037037037037,0.5,0,0.5,0,0
"165",2,7.8,1,1,3,2.5,0,0.5,0,0.833333333333333,0.8,0.555555555555556,0.75,1,0.75,1,0
"166",1,3.1,1,1,4,3.25,0.565217391304348,1.29411764705882,0.125,2.83333333333333,2.16666666666667,1,0.375,0,0.375,0,0
"167",2,4.8,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",1,4.2,1,1,2,2,0.259259259259259,0.277777777777778,0.125,1.8,1.5,1.03703703703704,0.625,1,NA,NA,NA
"169",2,3.2,1,1,4,2.75,1.18518518518519,0.222222222222222,1.5,2,3.5,1.26315789473684,0.75,1,0.75,1,0
"170",2,7.5,1,1,3,2.625,0.173913043478261,0.722222222222222,0.5,1.5,2,1,0.5,0,0.5,0,0
"171",1,3.3,1,2,3,2.125,0.19047619047619,1.29411764705882,0.125,2.6,1.66666666666667,1.14814814814815,0.5,0,0.5,0,0
"172",2,0.5,1,2,2,2.42857142857143,1.70588235294118,1.64705882352941,0.75,3.8,2.8,1.52173913043478,0.5,0,0.5,0,0
"173",2,1.7,1,2,2,3.25,1.11111111111111,1,0.75,3,4,1.68,1,1,0.625,1,0
"174",2,7.2,1,2,3,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2,1.4,1,1,4,2.5,0.181818181818182,0.5,1.125,2.2,2.6,1.46153846153846,0.125,0,0.5,0,1
"176",2,5.5,1,1,3,2.375,0.222222222222222,0.5,0,1.8,3,0.740740740740741,0.5,0,0.714285714285714,1,1
"177",1,1.8,1,1,4,2.375,0.62962962962963,0.777777777777778,1.83333333333333,3,3,1.84615384615385,0.375,0,0.375,0,0
"178",1,4.7,1,1,4,2,0.423076923076923,0.333333333333333,0.125,1.25,1.5,0.875,NA,NA,NA,NA,NA
"179",1,3.2,1,2,3,2.5,0.0869565217391304,0.5,0,2.4,2.4,0.730769230769231,0.625,1,0.375,0,0
"180",1,2.3,1,1,4,2.75,0.423076923076923,0.375,0.428571428571429,2.6,2.6,1.42105263157895,NA,NA,NA,NA,NA
