"","X","sex","age","desexed","purebred","gaze_follow","training_score","aggression_score","fear_score","separation_score","excitability_score","attachment_score","miscellaneous_score","ostensive","ostensive_binary","nonostensive","nonostensive_binary","os_best"
"139",139,1,1.3,1,1,3,2.71428571428571,0.565217391304348,0.823529411764706,1,2.33333333333333,3.16666666666667,1.88461538461538,0.375,0,0.5,0,1
"140",140,2,5,1,2,5,2.375,0,1.38888888888889,1.25,3.16666666666667,2.83333333333333,1.22222222222222,0.375,0,0.5,0,1
"141",141,2,1.6,1,2,2,2.5,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.75,1,0.444444444444444,0,0
"142",142,2,0.7,2,2,3,2.125,0.173913043478261,0.611111111111111,1.125,1.5,1.2,1.5,0.333333333333333,0,0.75,1,1
"143",143,2,5.9,1,2,5,2.625,0.565217391304348,0.777777777777778,0.5,1.83333333333333,2,0.481481481481481,0.625,1,0.75,1,1
"144",144,2,2.5,1,2,3,2.57142857142857,0.269230769230769,1.41176470588235,0.5,2,1,0.846153846153846,0.25,0,0.75,1,1
"145",145,1,0.9,1,2,4,2.5,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.5,0,0
"146",146,1,6.1,1,1,3,2.66666666666667,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.504054415609776,0,0
"147",147,1,6.3,1,1,2,1.75,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.504054415609776,0,0
"148",148,2,9.9,1,2,2,1.375,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.444444444444444,0,0.428571428571429,0,0
"149",149,1,7.9,1,1,3,2.5,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.75,1,0.625,1,0
"150",150,1,2.1,1,1,3,2.375,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.504054415609776,0,0
"151",151,2,6.3,1,1,3,2.375,0.142857142857143,0.882352941176471,0,3.16666666666667,2.83333333333333,0.962962962962963,0.625,1,0.5,0,0
"152",152,1,7.1,1,1,5,2.625,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.875,1,1
"153",153,2,10.2,1,2,4,2.5,0.555555555555556,1,0.625,1.5,2.83333333333333,0.814814814814815,0.521274190562416,0,0.504054415609776,0,0
"154",154,1,11.8,1,2,4,2.75,0.409090909090909,0.588235294117647,0,2.8,1.83333333333333,0.814814814814815,0.375,0,0.625,1,1
"155",155,2,7.7,1,2,4,2,1.08695652173913,1.5,1.75,2.16666666666667,2.83333333333333,1.07407407407407,0.4,0,0.285714285714286,0,0
"156",156,2,5.8,1,2,4,2.25,0.296296296296296,0.444444444444444,1,2.83333333333333,1.33333333333333,1.07407407407407,0.666666666666667,1,0.504054415609776,0,0
"157",157,1,3,1,2,5,2.375,0.384615384615385,0.117647058823529,0.625,3.16666666666667,3.16666666666667,1.24,0.521274190562416,0,0.504054415609776,0,0
"158",158,1,4.4,1,2,3,3,0.666666666666667,0.8,0,2.5,1.25,1,0.875,1,0.625,1,0
"159",159,1,9.7,1,2,2,2.375,0.37037037037037,0.333333333333333,0,2,2.16666666666667,0.962962962962963,0.521274190562416,0,0.504054415609776,0,0
"160",160,2,3.4,1,2,3,2.57142857142857,0.0416666666666667,0.470588235294118,1.125,2.33333333333333,0.666666666666667,1.59259259259259,0.875,1,0.75,1,0
"161",161,2,4.8,1,1,2,2.57142857142857,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.25,0,0
"162",162,1,7.7,1,1,4,2.5,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.285714285714286,0,0.5,0,1
"163",163,2,8.8,1,2,4,2.125,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.625,1,0.5,0,0
"164",164,2,8.2,1,1,4,2.625,0.346153846153846,0.222222222222222,0,1.33333333333333,0.833333333333333,0.37037037037037,0.5,0,0.5,0,0
"165",165,2,7.8,1,1,3,2.5,0,0.5,0,0.833333333333333,0.8,0.555555555555556,0.75,1,0.75,1,0
"166",166,1,3.1,1,1,4,3.25,0.565217391304348,1.29411764705882,0.125,2.83333333333333,2.16666666666667,1,0.375,0,0.375,0,0
"167",167,2,4.8,1,1,3,2,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.504054415609776,0,0
"168",168,1,4.2,1,1,2,2,0.259259259259259,0.277777777777778,0.125,1.8,1.5,1.03703703703704,0.625,1,0.504054415609776,0,0
"169",169,2,3.2,1,1,4,2.75,1.18518518518519,0.222222222222222,1.5,2,3.5,1.26315789473684,0.75,1,0.75,1,0
"170",170,2,7.5,1,1,3,2.625,0.173913043478261,0.722222222222222,0.5,1.5,2,1,0.5,0,0.5,0,0
"171",171,1,3.3,1,2,3,2.125,0.19047619047619,1.29411764705882,0.125,2.6,1.66666666666667,1.14814814814815,0.5,0,0.5,0,0
"172",172,2,0.5,1,2,2,2.42857142857143,1.70588235294118,1.64705882352941,0.75,3.8,2.8,1.52173913043478,0.5,0,0.5,0,0
"173",173,2,1.7,1,2,2,3.25,1.11111111111111,1,0.75,3,4,1.68,1,1,0.625,1,0
"174",174,2,7.2,1,2,3,1.875,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.504054415609776,0,0
"175",175,2,1.4,1,1,4,2.5,0.181818181818182,0.5,1.125,2.2,2.6,1.46153846153846,0.125,0,0.5,0,1
"176",176,2,5.5,1,1,3,2.375,0.222222222222222,0.5,0,1.8,3,0.740740740740741,0.5,0,0.714285714285714,1,1
"177",177,1,1.8,1,1,4,2.375,0.62962962962963,0.777777777777778,1.83333333333333,3,3,1.84615384615385,0.375,0,0.375,0,0
"178",178,1,4.7,1,1,4,2,0.423076923076923,0.333333333333333,0.125,1.25,1.5,0.875,0.521274190562416,0,0.504054415609776,0,0
"179",179,1,3.2,1,2,3,2.5,0.0869565217391304,0.5,0,2.4,2.4,0.730769230769231,0.625,1,0.375,0,0
"180",180,1,2.3,1,1,4,2.75,0.423076923076923,0.375,0.428571428571429,2.6,2.6,1.42105263157895,0.521274190562416,0,0.504054415609776,0,0
"181",181,2,6.3,1,1,3,1.875,0.481481481481481,0.166666666666667,0.625,2.00726666666667,2.0123580494322,0.904044447615272,0.375,0,0.25,0,0
"182",182,2,5.2,1,2,3,2.875,0.037037037037037,0.166666666666667,0.25,3.8,1.33333333333333,1.59259259259259,0.5,0,0.5,0,0
"183",183,1,2.1,1,2,2,2.5,0.565217391304348,0.722222222222222,0.25,2.2,2.33333333333333,1.30769230769231,0.521274190562416,0,0.375,0,0
"184",184,1,7.8,1,1,4,2.5,0.956521739130435,1,1.25,3.83333333333333,3.16666666666667,1.625,0.625,1,0.625,1,0
"185",185,1,4.5,1,2,3,2.625,0.518518518518518,0.222222222222222,0.25,3,1.33333333333333,1.11111111111111,0.625,1,0.75,1,1
"186",186,1,1.9,1,2,4,2.375,0.222222222222222,0.941176470588235,1,2.8,1.8,1.44444444444444,0.375,0,0.375,0,0
"187",187,1,5,1,1,3,2.5,0.217391304347826,1.16666666666667,0,1.4,1.83333333333333,0.407407407407407,0.521274190562416,0,0.504054415609776,0,0
"188",188,2,5.9,1,1,4,2,0.19047619047619,0.636363636363636,0.142857142857143,1.16666666666667,0,0.555555555555556,0.625,1,0.625,1,0
"189",189,2,5.3,1,2,3,2.8,0.884615384615385,1,0.125,2.83333333333333,3.66666666666667,0.259259259259259,0.521274190562416,0,0,0,0
"190",190,2,7.8,1,1,3,2.66666666666667,0.75,1.82352941176471,1.14285714285714,1.83333333333333,1.83333333333333,1.07407407407407,0.875,1,0.625,1,0
"191",191,1,4.4,1,2,3,2.375,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.25,0,0
"192",192,2,4.5,1,1,4,2.125,0.037037037037037,0.666666666666667,1.25,2.2,2.16666666666667,0.555555555555556,0.666666666666667,1,0.504054415609776,0,0
"193",193,1,2,1,2,2,2.25,0.25,1.05555555555556,0.25,2.6,2,0.62962962962963,0.521274190562416,0,0.666666666666667,1,0
"194",194,2,4.2,1,2,2,2.125,0.037037037037037,0,0,2.33333333333333,1.2,0.740740740740741,0.25,0,0.5,0,1
"195",195,2,2,1,1,2,2.25,0.0384615384615385,0.588235294117647,0.875,2.5,2.16666666666667,0.925925925925926,0.521274190562416,0,0.504054415609776,0,0
"196",196,1,10.3,1,2,4,2.625,0.555555555555556,0.777777777777778,0,3.6,2.83333333333333,0.703703703703704,0.521274190562416,0,0.504054415609776,0,0
"197",197,1,1.3,1,2,4,2.5,0.0434782608695652,0.941176470588235,0.25,1.8,2.16666666666667,1.40740740740741,0.521274190562416,0,0.504054415609776,0,0
"198",198,1,6.7,1,2,2,2.14285714285714,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.504054415609776,0,0
"199",199,2,2.5,1,2,4,2.5,0.037037037037037,0.166666666666667,1.125,2.2,2.33333333333333,0.740740740740741,0,0,0.25,0,1
"200",200,2,12.7,1,2,3,3.125,0.0434782608695652,0.705882352941177,0.125,1.33333333333333,2,1.23809523809524,0.521274190562416,0,0.504054415609776,0,0
"201",201,2,5.4,1,1,3,2,0.222222222222222,0.222222222222222,2.125,2.5,2,1.61538461538462,0.521274190562416,0,0.504054415609776,0,0
"202",202,2,5.4,1,1,4,2,0.307692307692308,0.352941176470588,2.16666666666667,3.2,1.66666666666667,1.5,0.625,1,1,1,1
"203",203,1,1.2,1,2,4,2.25,0.05,0.411764705882353,0,1.6,2.8,0.88,0.5,0,0.625,1,1
"204",204,2,7.5,1,2,4,2.375,0,0.875,2.66666666666667,0.166666666666667,1.66666666666667,0.230769230769231,0.625,1,0,0,0
"205",205,2,1.3,2,1,3,2.25,0.0869565217391304,0.333333333333333,1.25,3,3.16666666666667,1.03846153846154,0.5,0,0.625,1,1
"206",206,2,7.9,1,2,4,2.25,0.173913043478261,0.611111111111111,0.75,2.4,2.66666666666667,0.518518518518518,0.75,1,0.5,0,0
"207",207,1,1.7,1,1,4,2.75,0.185185185185185,0.722222222222222,0.25,4,2.5,2.15384615384615,0.625,1,0.5,0,0
"208",208,1,2.7,2,1,3,1.75,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.504054415609776,0,0
"209",209,1,3.9,1,2,4,2.375,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.4,0,0
"210",210,1,2.4,1,2,3,2.85714285714286,0,0.8,0,1.8,1.83333333333333,0.56,0.521274190562416,0,0.504054415609776,0,0
"211",211,1,2.2,1,1,3,2.5,0.5,0.588235294117647,0.428571428571429,2.16666666666667,2.5,0.91304347826087,0.5,0,0.25,0,0
"212",212,1,2.6,1,1,4,1.875,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.25,0,0.625,1,1
"213",213,2,4.7,1,2,4,2.42857142857143,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.625,1,0.75,1,1
"214",214,1,4.6,1,2,4,2.57142857142857,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.504054415609776,0,0
"215",215,1,4.8,1,1,3,2.375,0.6,0.2,0,1.66666666666667,1.83333333333333,1.25925925925926,0.5,0,0.625,1,1
"216",216,1,1.5,1,1,3,2.375,0.407407407407407,0.666666666666667,0,1.33333333333333,1.66666666666667,0.703703703703704,0.521274190562416,0,0.504054415609776,0,0
"217",217,2,0.5,1,2,2,2.5,0.307692307692308,1.17647058823529,0,1.5,3,0.458333333333333,0.375,0,0.5,0,1
"218",218,2,8.2,1,2,3,2.5,0.884615384615385,0.823529411764706,0.125,2.83333333333333,1.5,0.777777777777778,0.5,0,0.5,0,0
"219",219,1,2.1,1,2,4,3,0,1.27272727272727,0.142857142857143,0.5,2,0.333333333333333,0.521274190562416,0,0.504054415609776,0,0
"220",220,2,0.6,2,1,2,2.5,0.636363636363636,1,2,2,2.8,1.30769230769231,0.521274190562416,0,0.333333333333333,0,0
"221",221,2,1,1,2,3,2.625,0.0869565217391304,1.64705882352941,2,2,1.66666666666667,1.37037037037037,0.375,0,0.25,0,0
"222",222,2,1.2,2,2,4,2.25,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.521274190562416,0,0.714285714285714,1,0
"223",223,2,2.4,1,1,3,3.16666666666667,0.05,0.176470588235294,0.75,1.5,2.5,0.909090909090909,0.75,1,0.375,0,0
"224",224,1,5,1,2,3,2.875,0.0909090909090909,0,0.25,2,1.5,0.4,0.5,0,0,0,0
"225",225,2,2.3,1,2,4,2.75,1.48148148148148,0.611111111111111,0.625,3,3.2,2.26923076923077,0.25,0,0.375,0,1
"226",226,1,4.5,1,2,4,2.25,1.03703703703704,1.5,0.125,2.66666666666667,1.75,0.769230769230769,0.521274190562416,0,0.504054415609776,0,0
"227",227,1,3.4,1,2,3,2.375,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0,0,0
"228",228,1,6.1,1,1,3,2.25,0.384615384615385,0.444444444444444,0,1.83333333333333,1.5,1.48148148148148,0.75,1,0.5,0,0
"229",229,2,2.4,1,2,4,2.625,0.956521739130435,0.9375,2,3,2.8,1.21739130434783,0.521274190562416,0,0.504054415609776,0,0
"230",230,2,2.1,1,1,3,2.25,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0,0,0.5,0,1
"231",231,2,5.3,1,1,3,2.25,0.333333333333333,0.888888888888889,1.14285714285714,2,1.5,0.72,0.375,0,0,0,0
"232",232,1,1.7,2,2,4,2.5,0,0.0588235294117647,1.125,1.4,1.66666666666667,0.346153846153846,0.5,0,0.75,1,1
"233",233,1,1.6,2,2,1,2.625,0,0,0,0.833333333333333,1.16666666666667,0.153846153846154,0.444444444444444,0,0.5,0,1
"234",234,1,1.6,1,2,4,2.85714285714286,0.222222222222222,0.444444444444444,0.25,1,2.33333333333333,0.259259259259259,0,0,0.5,0,1
"235",235,1,1.6,2,2,3,2.375,0,0.176470588235294,0.285714285714286,3,3.66666666666667,1.2,1,1,0.75,1,0
"236",236,1,1.6,2,2,2,2.5,0,0.166666666666667,0,3,1.66666666666667,0.576923076923077,0.5,0,0.375,0,0
"237",237,1,1.5,2,2,3,1.625,0,0.333333333333333,0,1,0.833333333333333,0.0740740740740741,0.25,0,0.375,0,1
"238",238,1,1.5,2,2,3,2.71428571428571,0,0.125,0.375,1.16666666666667,1.83333333333333,0.2,0.5,0,0.6,1,1
"239",239,1,1.5,2,1,3,2.625,0,0.588235294117647,0,0.333333333333333,1.2,0.111111111111111,0.375,0,0.375,0,0
"240",240,1,1.3,2,2,3,2.625,0.0740740740740741,0.111111111111111,0,1.16666666666667,0.666666666666667,0.296296296296296,0.5,0,0.125,0,0
"241",241,1,1.5,1,1,3,3,0,0,0,0.666666666666667,1.66666666666667,0.115384615384615,0.5,0,0.25,0,0
"242",242,1,1.5,2,2,3,2.25,0,0.166666666666667,0.25,1.33333333333333,1.66666666666667,0.583333333333333,0.5,0,0.875,1,1
"243",243,2,1.5,2,1,5,2.5,0,0.166666666666667,0.25,1,1.33333333333333,0.384615384615385,0.5,0,0.375,0,0
"244",244,1,1.5,2,2,3,2.625,0.0740740740740741,1.05882352941176,0.625,2,2.66666666666667,0.814814814814815,0.25,0,0.375,0,1
"245",245,1,1.5,2,2,5,2.625,0,0.294117647058824,0.125,1.33333333333333,1.5,0.037037037037037,0.5,0,0.504054415609776,0,0
"246",246,1,1.4,1,2,2,2.5,0.148148148148148,0.333333333333333,0,0.666666666666667,0.833333333333333,0.64,0.375,0,0.5,0,1
"247",247,2,1.4,1,1,3,2.375,0,0.111111111111111,0.5,1.16666666666667,1.4,0.851851851851852,0.5,0,0.375,0,0
"248",248,1,1.4,2,1,2,2.125,0,0.111111111111111,0.125,0.833333333333333,1,0,0.5,0,0.75,1,1
"249",249,1,1.5,2,2,4,3,0,0.0555555555555556,0,1.16666666666667,2,0.148148148148148,0.5,0,0.5,0,0
"250",250,1,1.5,2,2,2,2.5,0.037037037037037,0.277777777777778,0.25,0.5,2.5,0.869565217391304,0.521274190562416,0,0.504054415609776,0,0
"251",251,2,1.5,1,2,3,2.57142857142857,0,0.555555555555556,0.5,0.666666666666667,0.333333333333333,0.37037037037037,0.375,0,0.5,0,1
"252",252,2,1.5,1,2,3,2.25,0,0,0,1.16666666666667,1.16666666666667,0.111111111111111,0.75,1,0.5,0,0
"253",253,2,1.4,2,2,4,2.375,0,0.444444444444444,1.66666666666667,0.666666666666667,1.66666666666667,0.380952380952381,0.521274190562416,0,0.504054415609776,0,0
"254",254,2,1.4,1,1,3,2.5,0,0.277777777777778,0,1.16666666666667,1.66666666666667,0.481481481481481,0.521274190562416,0,0,0,0
"255",255,2,1.4,1,2,4,2.375,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.5,0,0
"256",256,1,1.3,2,2,4,2.57142857142857,0,0,0,1,1.66666666666667,0.269230769230769,0.5,0,0.375,0,0
"257",257,1,1.3,2,2,3,2.75,0,0.222222222222222,0,1.33333333333333,1.33333333333333,0.384615384615385,0.333333333333333,0,0,0,0
"258",258,1,5,1,1,4,2.75,0.333333333333333,0.5,0.125,1.66666666666667,2.5,0.888888888888889,0.5,0,0.125,0,0
"259",259,2,12.8,1,1,3,3,1.17391304347826,1.11764705882353,1,2.33333333333333,1.5,1.03703703703704,0.5,0,0.5,0,0
"260",260,2,3.8,1,1,3,2.875,0,0.166666666666667,0,3,2.16666666666667,0.615384615384615,0.5,0,0.5,0,0
"261",261,1,2.4,1,2,3,2.625,0,0.833333333333333,0.875,0.833333333333333,1.66666666666667,1.22222222222222,0.625,1,0.125,0,0
"262",262,2,1.5,1,1,3,3,0.318181818181818,0.444444444444444,0.5,1.83333333333333,3,1.11111111111111,0.375,0,0.5,0,1
"263",263,1,2.2,1,1,2,2.28571428571429,0.185185185185185,0.777777777777778,0.428571428571429,1.5,2.5,1.03703703703704,0.625,1,0.625,1,0
"264",264,1,3.4,1,1,3,2.28571428571429,0.0454545454545455,0.611111111111111,0.375,2,1.33333333333333,0.56,0.625,1,0.5,0,0
"265",265,1,4.4,1,2,4,2.625,0.318181818181818,0.529411764705882,0.375,2,2.33333333333333,1.42307692307692,1,1,0.8,1,0
"266",266,2,2.8,1,1,3,2.625,0.153846153846154,0.166666666666667,0.125,2,3,0.958333333333333,0.625,1,0.625,1,0
"267",267,1,1.9,1,1,4,2.75,0.148148148148148,0.411764705882353,0.375,2,1.16666666666667,1.03703703703704,0.5,0,0.5,0,0
"268",268,2,1.8,1,2,3,2.5,1.13636363636364,0.882352941176471,0.375,3.16666666666667,3,0.958333333333333,0.75,1,0.5,0,0
"269",269,2,2.7,1,1,2,2.57142857142857,0.111111111111111,0.444444444444444,1.25,3.16666666666667,2,0.92,0.875,1,0.5,0,0
"270",270,2,4.9,1,2,3,2.75,0.777777777777778,0.647058823529412,1.25,2.83333333333333,2.83333333333333,1.37037037037037,0.625,1,0.375,0,0
"271",271,1,8.2,1,2,4,2.625,0.333333333333333,0.444444444444444,0,1.66666666666667,1.83333333333333,1,0.75,1,0.625,1,0
"272",272,2,2.3,1,2,3,2.625,0.590909090909091,1.41176470588235,0.375,3.16666666666667,3,1.07692307692308,0.5,0,0.5,0,0
"273",273,1,5.9,1,2,4,2.5,0.521739130434783,0.8125,0.25,1.66666666666667,2.5,0.708333333333333,0.5,0,0.625,1,1
"274",274,2,4.3,1,2,4,2.625,0.37037037037037,0.277777777777778,1.28571428571429,3.5,2.66666666666667,0.80952380952381,0.375,0,0.5,0,1
"275",275,2,7.7,1,1,3,2.625,0.703703703703704,0,0,3.66666666666667,2.5,1.07407407407407,0.75,1,0.75,1,0
"276",276,1,3.6,1,1,4,3.57142857142857,0.818181818181818,1.94444444444444,0,3,2.5,1.14814814814815,0.5,0,0.25,0,0
"277",277,1,3.9,1,2,2,2,0.925925925925926,1.88888888888889,0.125,1.83333333333333,2.33333333333333,1.22222222222222,0.521274190562416,0,1,1,0
"278",278,2,7.4,1,2,3,2.5,0.545454545454545,0.611111111111111,0.875,1.83333333333333,2.33333333333333,0.769230769230769,0.571428571428571,1,0.875,1,1
"279",279,1,8.5,1,2,3,2.375,0.555555555555556,0.833333333333333,0,2.66666666666667,1.83333333333333,1.11111111111111,0.75,1,0.504054415609776,0,0
"280",280,2,7.3,1,1,4,2.85714285714286,0.192307692307692,0.277777777777778,0,2,3,0.222222222222222,0.75,1,0.5,0,0
"281",281,1,3.4,1,1,3,2.45130662020906,0.307692307692308,0.588235294117647,0.25,2.00726666666667,2.0123580494322,0.904044447615272,0.5,0,0.75,1,1
"282",282,1,1.7,2,1,3,2.5,0.148148148148148,0.714285714285714,0,2,2.16666666666667,0.807692307692308,0.5,0,0.5,0,0
"283",283,2,11.5,1,1,4,2.5,0,0.294117647058824,0,2.33333333333333,1.66666666666667,0.62962962962963,0.5,0,0.625,1,1
